"created_date","complaint_type","borough","agency_name","status"
"2026-05-05T00:18:27.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:17:57.000","Noise - Residential","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T00:17:42.000","Noise - Vehicle","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:17:28.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:17:17.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:16:57.000","Noise - Vehicle","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:16:57.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:16:52.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:16:50.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:16:50.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:16:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:16:41.000","Unsanitary Pigeon Condition","QUEENS","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T00:16:10.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:16:04.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:16:01.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:15:50.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:15:36.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:15:20.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:14:54.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:14:51.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:14:50.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:14:10.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:13:48.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:13:44.000","Noise - Commercial","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:13:35.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:13:22.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:13:21.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:13:14.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:12:51.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:12:43.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:12:43.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:12:34.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:12:18.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:12:13.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:12:06.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:12:05.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:12:04.000","Urinating in Public","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:11:22.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:11:12.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:11:08.000","Dirty Condition","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T00:10:59.000","Maintenance or Facility","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-05T00:10:47.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-05T00:10:46.000","Noise - Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:10:44.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:10:33.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:10:04.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:09:19.000","Dirty Condition","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-05T00:09:14.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:08:56.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:08:23.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:08:21.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:08:17.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:08:17.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:08:07.000","Noise - House of Worship","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:08:00.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:07:54.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:07:51.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:07:34.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:07:32.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:07:31.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:07:22.000","Vendor Enforcement","QUEENS","Department of Sanitation","Closed"
"2026-05-05T00:07:20.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:07:12.000","Abandoned Vehicle","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T00:07:11.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:06:54.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:06:46.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:06:41.000","Rodent","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T00:06:37.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:06:36.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:06:25.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:06:12.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:05:39.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:05:39.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:05:33.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:05:29.000","Abandoned Vehicle","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:05:16.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","In Progress"
"2026-05-05T00:05:12.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:05:02.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:04:52.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:04:38.000","Dirty Condition","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-05T00:04:32.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:04:26.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-05T00:04:01.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:04:00.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:03:57.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:03:33.000","Abandoned Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:03:21.000","Curb Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-05T00:03:19.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:03:07.000","Illegal Dumping","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-05T00:02:58.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:02:55.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:02:52.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:02:49.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:02:36.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:02:11.000","Damaged Tree","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-05T00:01:52.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:01:48.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:01:41.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:01:38.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:01:18.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:01:05.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-05T00:00:47.000","Rodent","MANHATTAN","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T00:00:34.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:00:22.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:00:11.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:00:09.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:00:06.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T23:59:59.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-04T23:59:55.000","Noise - Residential","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-04T23:59:47.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T23:59:43.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T23:59:36.000","Obstruction","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T23:59:05.000","Sidewalk Condition","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T23:58:20.000","Rodent","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T23:58:10.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-04T23:58:03.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","In Progress"
"2026-05-04T23:58:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T23:58:00.000","Noise - Park","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T23:57:59.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-04T23:57:48.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-04T23:57:40.000","Illegal Parking","MANHATTAN","New York City Police Department","In Progress"
"2026-05-04T23:57:29.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T23:57:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T23:56:58.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T23:56:48.000","Obstruction","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T23:56:35.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T23:56:33.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-04T23:56:30.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-04T23:56:29.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T23:56:22.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T23:56:10.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T23:56:09.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T23:56:09.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
